drone_type,temperature,wind_speed,rain,humidity,time_of_day,mission,payload,altitude,enemy_contact,temp_humidity,base_life,wind_rain,flight_duration_pct
RQ-4 Global Hawk,63.56,16.07,1,92.63,19,surveillance,227.813,207.0,0,5887.25,3600,16.07,91.17
Wasp AE,21.06,6.06,0,48.16,2,surveillance,0.033,1309.0,1,1014.06,60,0.0,45.59
RQ-4 Global Hawk,3.91,12.92,1,13.88,4,strike,458.377,1475.0,0,54.27,3600,12.92,89.47
RQ-4 Global Hawk,-2.98,6.83,0,22.26,23,recon,923.248,1060.0,1,-66.37,3600,0.0,83.61
ScanEagle,-9.91,14.45,0,24.09,10,surveillance,1.114,1319.0,0,-238.6,900,0.0,79.87
MQ-9 Reaper,47.51,10.71,0,34.23,17,strike,897.4,907.0,1,1626.39,2400,0.0,78.7
MQ-9 Reaper,-9.9,2.76,1,15.8,7,recon,1677.909,1279.0,0,-156.48,2400,2.76,63.96
MQ-9 Reaper,22.75,11.47,1,45.31,7,recon,227.933,1371.0,1,1030.87,2400,11.47,91.88
ScanEagle,1.31,13.32,0,28.51,13,surveillance,1.67,1246.0,0,37.28,900,0.0,83.38
RQ-4 Global Hawk,-8.0,10.57,0,21.48,19,strike,628.058,1254.0,0,-171.92,3600,0.0,87.87
MQ-9 Reaper,32.9,4.94,0,64.06,10,recon,1279.839,982.0,0,2107.88,2400,0.0,72.92
ScanEagle,56.87,17.1,0,17.99,11,surveillance,1.879,691.0,0,1023.24,900,0.0,68.49
RQ-4 Global Hawk,59.18,7.91,0,91.24,16,strike,592.544,1059.0,1,5399.51,3600,0.0,89.09
ScanEagle,50.68,5.94,1,78.1,22,surveillance,0.688,426.0,1,3957.64,900,5.94,94.33
MQ-9 Reaper,-7.85,11.07,1,34.89,23,recon,1571.978,292.0,0,-273.81,2400,11.07,63.63
MQ-9 Reaper,60.5,15.61,0,51.92,11,surveillance,1257.077,910.0,0,3140.65,2400,0.0,66.74
MQ-9 Reaper,9.79,9.45,0,45.59,3,strike,1613.338,374.0,0,446.29,2400,0.0,64.46
ScanEagle,8.42,19.17,0,31.43,3,recon,0.386,430.0,0,264.55,900,0.0,58.2
ScanEagle,12.0,0.95,1,63.92,10,recon,1.512,436.0,0,766.75,900,0.95,96.36
ScanEagle,69.22,5.14,0,38.26,7,surveillance,0.006,370.0,0,2648.28,900,0.0,97.9
MQ-9 Reaper,45.09,8.08,1,66.78,22,strike,673.504,993.0,0,3011.36,2400,8.08,84.06
Wasp AE,9.8,10.64,0,33.43,19,surveillance,0.023,374.0,1,327.57,60,0.0,1.67
RQ-4 Global Hawk,2.83,5.37,1,81.06,16,recon,883.451,117.0,0,229.62,3600,5.37,84.55
ScanEagle,35.54,18.43,0,15.72,19,recon,0.94,176.0,0,558.87,900,0.0,63.17
RQ-4 Global Hawk,-9.12,2.53,0,99.05,23,strike,971.618,930.0,1,-903.23,3600,0.0,82.93
Wasp AE,43.19,7.78,1,14.37,19,strike,0.058,446.0,0,620.44,60,7.78,1.67
RQ-4 Global Hawk,30.25,16.18,1,88.56,21,surveillance,1156.677,1039.0,0,2678.99,3600,16.18,75.63
RQ-4 Global Hawk,41.18,14.51,0,67.74,9,recon,426.516,900.0,1,2789.1,3600,0.0,89.24
MQ-9 Reaper,65.95,11.0,1,81.37,6,strike,618.418,1413.0,1,5366.36,2400,11.0,83.61
Wasp AE,17.65,1.98,0,27.2,5,surveillance,0.054,283.0,0,480.12,60,0.0,76.13
MQ-9 Reaper,36.81,6.32,1,32.47,20,strike,618.067,1485.0,0,1195.19,2400,6.32,86.0
ScanEagle,6.1,18.83,0,77.82,3,surveillance,1.003,439.0,0,474.42,900,0.0,59.08
ScanEagle,65.51,1.26,0,58.98,13,strike,1.396,1097.0,0,3863.79,900,0.0,97.14
MQ-9 Reaper,-7.45,9.26,0,53.95,11,strike,1639.178,409.0,0,-401.68,2400,0.0,63.73
MQ-9 Reaper,32.13,0.88,0,89.59,19,strike,707.902,424.0,1,2878.12,2400,0.0,84.83
Wasp AE,50.21,19.95,0,32.83,4,strike,0.067,1278.0,1,1648.29,60,0.0,1.67
MQ-9 Reaper,23.81,18.6,1,71.82,11,recon,1192.996,499.0,0,1709.75,2400,18.6,63.22
ScanEagle,54.83,1.88,0,71.29,12,strike,2.305,1043.0,1,3908.82,900,0.0,95.71
MQ-9 Reaper,27.09,8.78,0,46.66,0,surveillance,933.543,519.0,0,1263.99,2400,0.0,78.95
RQ-4 Global Hawk,40.32,9.36,0,14.07,14,surveillance,975.727,573.0,1,567.25,3600,0.0,82.55
MQ-9 Reaper,55.05,7.02,0,86.71,14,strike,1160.522,417.0,0,4773.94,2400,0.0,74.82
MQ-9 Reaper,20.02,7.27,0,22.06,9,strike,372.101,205.0,0,441.63,2400,0.0,91.55
MQ-9 Reaper,62.41,9.0,0,16.8,14,surveillance,1588.286,519.0,0,1048.38,2400,0.0,65.18
Wasp AE,7.39,9.66,0,46.81,4,surveillance,0.05,331.0,0,346.04,60,0.0,1.67
RQ-4 Global Hawk,46.78,16.38,0,15.2,22,strike,1168.829,1413.0,1,711.03,3600,0.0,75.28
MQ-9 Reaper,3.45,9.44,0,62.09,0,recon,920.576,418.0,1,214.11,2400,0.0,78.5
Wasp AE,-6.45,15.61,0,52.41,16,recon,0.05,553.0,0,-337.85,60,0.0,1.67
RQ-4 Global Hawk,25.56,15.46,0,20.54,16,surveillance,992.306,395.0,1,524.94,3600,0.0,79.22
Wasp AE,15.93,18.29,0,99.59,14,recon,0.089,737.0,1,1585.98,60,0.0,1.67
ScanEagle,57.23,18.91,0,94.34,9,surveillance,2.371,1353.0,1,5399.28,900,0.0,57.11
Wasp AE,51.96,16.46,0,85.67,13,strike,0.085,1459.0,1,4451.78,60,0.0,1.67
RQ-4 Global Hawk,54.81,3.48,0,50.86,1,recon,929.677,996.0,0,2787.68,3600,0.0,84.06
ScanEagle,32.16,15.08,0,21.83,4,recon,1.172,1002.0,1,701.94,900,0.0,77.73
Wasp AE,46.99,6.97,0,81.23,7,strike,0.043,496.0,1,3817.2,60,0.0,33.32
Wasp AE,27.68,0.17,1,49.6,10,strike,0.076,823.0,0,1373.05,60,0.17,46.82
Wasp AE,32.91,2.56,1,65.18,17,strike,0.015,892.0,0,2144.8,60,2.56,54.5
Wasp AE,28.22,5.4,1,70.16,17,surveillance,0.023,762.0,1,1979.87,60,5.4,32.55
ScanEagle,5.82,5.73,1,21.0,5,strike,0.878,1040.0,0,122.3,900,5.73,95.19
ScanEagle,57.44,4.59,1,72.82,10,recon,0.546,138.0,1,4182.54,900,4.59,95.79
ScanEagle,31.0,1.82,0,13.8,8,recon,0.058,1376.0,1,427.82,900,0.0,99.08
MQ-9 Reaper,41.22,18.0,1,96.43,9,surveillance,73.783,623.0,0,3974.55,2400,18.0,87.46
Wasp AE,59.28,16.63,1,13.12,1,surveillance,0.048,1222.0,0,777.47,60,16.63,1.67
RQ-4 Global Hawk,1.5,1.49,0,22.02,18,surveillance,345.344,1472.0,0,32.99,3600,0.0,93.97
Wasp AE,34.87,10.4,1,31.47,12,recon,0.081,1235.0,1,1097.45,60,10.4,1.67
Wasp AE,52.93,10.28,1,61.92,2,strike,0.086,1492.0,0,3277.87,60,10.28,1.67
RQ-4 Global Hawk,64.89,12.94,0,95.64,23,recon,63.079,645.0,1,6205.72,3600,0.0,95.94
Wasp AE,35.22,19.94,0,80.24,6,strike,0.098,597.0,0,2825.93,60,0.0,1.67
MQ-9 Reaper,0.19,5.46,1,89.59,6,strike,1111.413,114.0,1,16.58,2400,5.46,75.27
Wasp AE,41.79,7.04,0,44.93,4,surveillance,0.008,501.0,1,1877.77,60,0.0,33.43
RQ-4 Global Hawk,10.77,13.15,0,59.14,4,recon,253.568,290.0,1,636.79,3600,0.0,92.87
ScanEagle,55.74,14.65,1,73.05,9,recon,1.269,513.0,0,4071.22,900,14.65,78.33
RQ-4 Global Hawk,28.02,0.41,1,39.8,6,recon,673.312,339.0,0,1115.24,3600,0.41,88.42
Wasp AE,54.79,7.06,0,47.33,13,recon,0.1,829.0,0,2593.1,60,0.0,24.67
Wasp AE,-7.62,18.97,1,67.9,8,strike,0.047,447.0,1,-517.5,60,18.97,1.67
Wasp AE,-2.55,12.01,0,84.11,12,surveillance,0.04,1219.0,1,-214.64,60,0.0,1.67
Wasp AE,31.9,10.44,0,64.44,7,strike,0.005,904.0,0,2055.9,60,0.0,1.67
Wasp AE,24.7,17.19,0,31.66,19,surveillance,0.022,1087.0,0,781.93,60,0.0,1.67
RQ-4 Global Hawk,-3.85,16.4,1,69.67,11,strike,818.685,163.0,1,-268.1,3600,16.4,80.8
RQ-4 Global Hawk,9.27,8.43,0,24.71,4,surveillance,856.605,708.0,0,229.1,3600,0.0,84.81
MQ-9 Reaper,19.26,2.38,0,92.81,15,surveillance,1429.076,655.0,0,1787.45,2400,0.0,69.96
ScanEagle,15.72,18.29,0,16.7,0,strike,0.427,103.0,1,262.52,900,0.0,63.38
Wasp AE,52.94,12.88,1,56.43,7,surveillance,0.09,483.0,0,2987.71,60,12.88,1.67
RQ-4 Global Hawk,11.44,16.96,1,38.28,12,recon,1168.953,1314.0,1,438.1,3600,16.96,74.68
RQ-4 Global Hawk,52.58,7.6,1,28.79,3,surveillance,742.848,1179.0,0,1513.57,3600,7.6,86.59
Wasp AE,-6.21,9.77,1,52.49,6,strike,0.057,865.0,1,-325.81,60,9.77,1.67
Wasp AE,32.68,12.39,1,60.09,21,recon,0.058,1265.0,1,1963.67,60,12.39,1.67
RQ-4 Global Hawk,-9.48,1.13,1,98.11,8,recon,483.989,1435.0,1,-929.74,3600,1.13,91.07
MQ-9 Reaper,31.54,1.84,0,25.36,18,surveillance,1022.47,196.0,1,799.66,2400,0.0,78.31
ScanEagle,29.86,18.56,1,36.98,7,strike,1.533,622.0,0,1104.41,900,18.56,60.1
Wasp AE,17.73,9.6,0,95.23,13,strike,0.067,994.0,0,1688.21,60,0.0,1.67
MQ-9 Reaper,42.67,18.55,1,16.96,15,recon,597.288,1271.0,1,723.49,2400,18.55,75.51
RQ-4 Global Hawk,55.16,2.64,1,27.76,22,surveillance,799.401,658.0,1,1531.07,3600,2.64,85.9
ScanEagle,8.09,6.65,1,17.85,9,strike,0.838,1364.0,1,144.37,900,6.65,94.69
Wasp AE,40.12,19.77,1,66.75,10,recon,0.013,1213.0,0,2678.18,60,19.77,1.67
RQ-4 Global Hawk,14.13,13.11,0,75.66,14,recon,1195.908,475.0,1,1068.92,3600,0.0,77.24
MQ-9 Reaper,18.43,1.39,1,41.78,6,strike,446.476,655.0,1,770.2,2400,1.39,90.02
MQ-9 Reaper,4.19,13.41,0,49.95,10,strike,633.726,1139.0,1,209.53,2400,0.0,81.94
Wasp AE,-6.67,19.17,0,96.17,12,recon,0.095,450.0,1,-641.5,60,0.0,1.67
Wasp AE,29.54,15.03,1,80.05,16,recon,0.048,827.0,1,2364.36,60,15.03,1.67
ScanEagle,43.17,6.96,1,27.92,17,recon,1.815,1064.0,1,1205.12,900,6.96,93.6
ScanEagle,5.41,1.01,1,18.0,21,recon,1.627,395.0,1,97.34,900,1.01,94.71
ScanEagle,37.76,4.62,0,32.15,23,recon,2.943,1266.0,0,1213.89,900,0.0,94.91
MQ-9 Reaper,16.99,2.03,1,41.46,5,strike,969.523,862.0,1,704.44,2400,2.03,78.77
RQ-4 Global Hawk,64.31,2.49,0,61.3,23,recon,822.375,511.0,1,3941.99,3600,0.0,85.62
RQ-4 Global Hawk,56.27,4.05,1,40.44,3,strike,839.116,1389.0,0,2275.69,3600,4.05,85.3
MQ-9 Reaper,2.51,17.09,1,21.05,7,strike,1544.975,345.0,0,52.76,2400,17.09,58.19
MQ-9 Reaper,28.9,10.72,0,27.38,3,surveillance,556.215,959.0,1,791.33,2400,0.0,85.67
RQ-4 Global Hawk,51.89,16.46,1,71.77,12,recon,342.463,144.0,1,3724.08,3600,16.46,88.8
Wasp AE,18.35,4.63,0,62.64,5,strike,0.035,1227.0,1,1149.31,60,0.0,60.38
MQ-9 Reaper,20.8,11.76,0,15.79,17,strike,1281.193,315.0,1,328.53,2400,0.0,70.29
Wasp AE,13.0,0.98,1,61.6,23,surveillance,0.011,186.0,1,800.96,60,0.98,43.05
ScanEagle,60.17,5.52,1,56.26,23,surveillance,1.834,1043.0,1,3385.04,900,5.52,93.14
Wasp AE,57.46,9.26,1,86.69,9,recon,0.089,326.0,1,4980.98,60,9.26,1.67
MQ-9 Reaper,13.48,18.55,0,42.85,10,recon,670.558,160.0,0,577.81,2400,0.0,74.71
RQ-4 Global Hawk,52.03,12.09,0,88.14,14,recon,162.977,1391.0,0,4586.16,3600,0.0,95.07
Wasp AE,38.94,16.9,1,83.28,20,strike,0.063,789.0,1,3243.21,60,16.9,1.67
MQ-9 Reaper,2.66,5.56,1,49.66,6,recon,1640.476,767.0,0,131.99,2400,5.56,64.71
RQ-4 Global Hawk,15.68,6.9,0,91.14,4,surveillance,532.777,1398.0,0,1428.89,3600,0.0,90.41
RQ-4 Global Hawk,7.64,8.28,1,11.2,0,recon,1136.048,1359.0,0,85.5,3600,8.28,79.85
Wasp AE,31.78,1.52,0,29.72,3,strike,0.099,121.0,0,944.33,60,0.0,67.16
Wasp AE,30.74,10.87,1,96.07,22,surveillance,0.089,959.0,1,2953.39,60,10.87,1.67
Wasp AE,40.81,15.85,1,42.06,8,surveillance,0.096,695.0,0,1716.58,60,15.85,1.67
Wasp AE,36.87,18.25,1,42.5,12,recon,0.1,1062.0,1,1567.0,60,18.25,1.67
ScanEagle,3.9,5.12,0,59.96,13,recon,2.291,140.0,1,233.94,900,0.0,94.91
Wasp AE,56.59,16.38,1,37.62,21,surveillance,0.057,241.0,1,2128.63,60,16.38,1.67
RQ-4 Global Hawk,65.45,4.95,0,48.35,12,surveillance,803.859,490.0,1,3164.24,3600,0.0,86.0
Wasp AE,26.14,7.01,0,92.64,23,surveillance,0.006,768.0,0,2422.04,60,0.0,39.55
Wasp AE,14.78,16.55,1,27.36,2,strike,0.008,1077.0,0,404.51,60,16.55,1.67
ScanEagle,66.29,0.42,0,42.4,10,surveillance,0.759,1426.0,0,2810.62,900,0.0,97.74
RQ-4 Global Hawk,52.17,2.85,1,65.92,8,strike,1351.238,571.0,0,3439.16,3600,2.85,76.95
ScanEagle,35.94,13.4,1,39.85,13,recon,2.531,805.0,0,1432.15,900,13.4,81.66
ScanEagle,43.74,9.86,0,84.84,8,strike,0.644,332.0,1,3711.18,900,0.0,92.5
MQ-9 Reaper,15.1,10.12,1,38.96,1,surveillance,606.615,1280.0,0,588.18,2400,10.12,84.68
MQ-9 Reaper,0.33,13.11,0,68.03,14,recon,523.921,997.0,1,22.67,2400,0.0,84.37
ScanEagle,25.46,3.0,1,82.18,17,recon,1.825,1461.0,1,2092.7,900,3.0,95.27
MQ-9 Reaper,45.69,8.56,1,14.65,13,strike,274.666,640.0,1,669.38,2400,8.56,92.28
MQ-9 Reaper,15.17,18.98,0,41.41,7,strike,1313.855,1383.0,0,628.27,2400,0.0,60.44
MQ-9 Reaper,7.77,19.75,1,26.53,17,recon,1452.354,1453.0,1,206.24,2400,19.75,55.38
Wasp AE,28.23,10.81,0,13.27,22,surveillance,0.043,1174.0,0,374.43,60,0.0,1.67
ScanEagle,22.23,17.7,1,71.95,21,surveillance,2.065,948.0,1,1599.41,900,17.7,63.4
MQ-9 Reaper,47.89,3.02,1,83.69,15,surveillance,426.414,822.0,0,4007.58,2400,3.02,90.24
ScanEagle,-0.56,9.26,1,29.53,21,surveillance,2.71,1208.0,1,-16.46,900,9.26,88.83
Wasp AE,-4.26,7.89,0,29.94,11,strike,0.062,1380.0,1,-127.59,60,0.0,1.67
ScanEagle,65.24,19.74,0,87.81,21,recon,1.435,958.0,1,5728.96,900,0.0,52.17
RQ-4 Global Hawk,14.27,10.97,1,35.8,15,strike,160.39,446.0,1,510.87,3600,10.97,95.46
RQ-4 Global Hawk,54.84,11.72,0,41.02,4,strike,922.044,153.0,0,2249.58,3600,0.0,82.53
ScanEagle,11.67,13.85,0,35.48,16,surveillance,2.922,554.0,0,414.11,900,0.0,81.12
ScanEagle,68.47,4.72,0,89.04,6,strike,0.797,247.0,0,6096.9,900,0.0,96.83
Wasp AE,0.28,7.47,1,11.67,14,strike,0.072,1442.0,0,3.24,60,7.47,1.67
MQ-9 Reaper,9.2,14.97,1,40.21,14,recon,339.175,1173.0,1,369.85,2400,14.97,86.09
MQ-9 Reaper,17.93,19.23,0,13.45,20,surveillance,1368.777,399.0,0,241.13,2400,0.0,58.99
MQ-9 Reaper,69.04,3.35,1,64.09,6,strike,294.261,895.0,0,4424.98,2400,3.35,92.92
ScanEagle,26.42,7.85,1,24.64,6,strike,1.887,618.0,1,651.21,900,7.85,93.05
ScanEagle,37.65,1.08,0,45.54,12,strike,0.271,1393.0,1,1714.56,900,0.0,98.64
Wasp AE,60.81,7.98,1,53.14,5,surveillance,0.057,872.0,1,3231.45,60,7.98,1.67
MQ-9 Reaper,40.82,17.67,1,96.05,10,recon,511.787,1195.0,0,3920.37,2400,17.67,78.81
Wasp AE,27.28,8.34,0,67.94,1,surveillance,0.088,561.0,1,1853.27,60,0.0,1.67
Wasp AE,-2.31,13.43,0,10.26,3,recon,0.09,1262.0,1,-23.74,60,0.0,1.67
ScanEagle,21.52,6.21,0,39.95,15,surveillance,0.792,771.0,0,859.65,900,0.0,97.48
RQ-4 Global Hawk,33.08,4.82,1,62.57,4,surveillance,555.54,1370.0,0,2069.99,3600,4.82,90.06
MQ-9 Reaper,50.63,1.7,0,66.44,4,recon,863.773,832.0,0,3364.03,2400,0.0,81.44
RQ-4 Global Hawk,52.17,14.71,1,65.47,10,recon,627.221,1224.0,1,3415.65,3600,14.71,85.43
MQ-9 Reaper,19.79,12.64,1,41.44,23,surveillance,1622.649,561.0,0,820.01,2400,12.64,61.96
ScanEagle,5.67,5.01,1,81.36,16,recon,1.384,1466.0,1,461.0,900,5.01,94.55
RQ-4 Global Hawk,14.93,16.72,0,98.93,14,strike,163.029,1033.0,0,1477.21,3600,0.0,92.06
Wasp AE,28.02,2.22,0,90.7,7,surveillance,0.088,813.0,0,2541.64,60,0.0,70.3
RQ-4 Global Hawk,22.0,10.98,1,99.7,11,strike,138.458,488.0,0,2192.98,3600,10.98,95.91
MQ-9 Reaper,49.41,6.7,0,45.1,18,surveillance,142.205,1427.0,1,2228.53,2400,0.0,95.98
ScanEagle,45.33,6.13,1,58.68,17,strike,0.47,203.0,1,2659.82,900,6.13,95.57
ScanEagle,8.19,5.15,1,50.04,3,recon,1.758,1374.0,1,409.64,900,5.15,93.76
MQ-9 Reaper,9.6,7.26,1,27.67,3,recon,1361.411,1221.0,0,265.61,2400,7.26,70.12
ScanEagle,33.87,9.52,0,93.61,11,recon,1.955,1065.0,0,3171.03,900,0.0,92.22
MQ-9 Reaper,64.39,0.43,1,72.93,5,recon,1292.037,936.0,0,4695.7,2400,0.43,71.88
RQ-4 Global Hawk,12.51,9.62,0,72.3,5,recon,1080.639,220.0,1,904.78,3600,0.0,80.59
Wasp AE,64.95,9.85,0,66.84,12,recon,0.095,1401.0,0,4341.57,60,0.0,1.67
ScanEagle,11.63,4.45,0,25.41,13,strike,0.27,550.0,1,295.58,900,0.0,97.82
MQ-9 Reaper,22.81,11.09,1,92.18,9,surveillance,1194.801,544.0,0,2102.43,2400,11.09,72.15
RQ-4 Global Hawk,62.3,6.78,1,95.99,22,recon,1087.243,169.0,1,5980.54,3600,6.78,80.67
ScanEagle,4.02,13.67,0,60.63,6,strike,2.198,943.0,1,243.91,900,0.0,81.29
Wasp AE,5.27,1.91,0,45.33,15,strike,0.094,508.0,1,238.86,60,0.0,59.31
Wasp AE,35.36,4.42,0,69.1,9,strike,0.05,1299.0,1,2443.66,60,0.0,63.98
RQ-4 Global Hawk,62.15,4.33,0,46.26,6,surveillance,1125.312,1250.0,0,2875.26,3600,0.0,80.87
ScanEagle,1.68,8.4,1,67.51,21,recon,0.798,1241.0,1,113.19,900,8.4,91.93
Wasp AE,60.09,11.7,0,48.36,15,recon,0.015,988.0,1,2906.05,60,0.0,1.67
RQ-4 Global Hawk,36.85,9.75,0,23.11,18,surveillance,383.417,863.0,0,851.57,3600,0.0,92.45
ScanEagle,32.99,11.51,0,75.13,5,recon,1.935,753.0,0,2478.99,900,0.0,87.97
ScanEagle,40.06,7.01,1,82.46,13,surveillance,1.851,216.0,1,3303.39,900,7.01,93.3
RQ-4 Global Hawk,1.85,4.96,0,52.0,11,surveillance,600.028,1439.0,0,95.95,3600,0.0,89.52
RQ-4 Global Hawk,4.94,8.77,1,28.65,3,strike,1286.221,1391.0,1,141.56,3600,8.77,77.13
Wasp AE,4.65,1.11,0,48.71,21,surveillance,0.034,1291.0,1,226.46,60,0.0,61.03
RQ-4 Global Hawk,49.99,3.11,1,48.82,2,strike,1230.633,689.0,1,2440.5,3600,3.11,78.72
MQ-9 Reaper,-5.98,16.84,0,59.7,22,recon,1532.755,121.0,0,-356.89,2400,0.0,58.9
RQ-4 Global Hawk,9.01,19.32,0,35.35,16,recon,373.019,1469.0,1,318.59,3600,0.0,85.64
RQ-4 Global Hawk,37.62,13.2,1,79.88,15,surveillance,1335.317,1187.0,1,3005.02,3600,13.2,74.66
ScanEagle,54.13,1.99,1,87.9,15,surveillance,2.588,1045.0,1,4758.25,900,1.99,93.95
Wasp AE,29.47,8.32,0,12.4,0,recon,0.065,105.0,0,365.54,60,0.0,9.3
MQ-9 Reaper,3.52,15.21,0,84.77,13,recon,340.847,764.0,1,298.62,2400,0.0,86.04
ScanEagle,44.49,12.21,0,17.84,15,strike,0.089,424.0,0,793.6,900,0.0,88.82
ScanEagle,11.89,8.21,0,96.38,0,strike,0.209,581.0,0,1145.47,900,0.0,95.16
Wasp AE,18.41,12.07,1,82.76,13,strike,0.051,1024.0,1,1523.31,60,12.07,1.67
MQ-9 Reaper,52.73,6.91,1,79.99,11,recon,1378.143,385.0,1,4218.03,2400,6.91,69.69
ScanEagle,45.94,13.78,1,83.04,1,strike,2.125,253.0,1,3814.52,900,13.78,79.42
ScanEagle,0.71,10.36,0,90.26,6,surveillance,0.826,969.0,0,64.49,900,0.0,91.31
RQ-4 Global Hawk,63.3,9.21,0,99.88,20,recon,324.431,1158.0,1,6322.28,3600,0.0,93.21
ScanEagle,47.93,16.38,0,36.15,1,surveillance,0.369,1360.0,0,1732.65,900,0.0,73.27
RQ-4 Global Hawk,34.79,10.06,1,90.68,10,surveillance,1149.668,132.0,1,3154.93,3600,10.06,79.12
MQ-9 Reaper,-1.45,9.0,0,83.18,15,recon,1431.464,920.0,1,-120.35,2400,0.0,68.1
MQ-9 Reaper,56.63,5.37,1,60.66,10,recon,144.264,513.0,1,3435.23,2400,5.37,95.7
MQ-9 Reaper,42.13,18.52,1,18.99,22,recon,518.0,756.0,0,800.04,2400,18.52,77.33
Wasp AE,25.32,16.22,0,71.44,12,recon,0.07,827.0,1,1809.23,60,0.0,1.67
RQ-4 Global Hawk,-8.14,4.39,0,24.42,18,surveillance,1044.63,131.0,1,-198.63,3600,0.0,81.95
ScanEagle,3.37,9.29,0,18.79,7,strike,1.712,646.0,0,63.3,900,0.0,92.57
MQ-9 Reaper,15.38,0.42,0,16.75,19,surveillance,1639.91,1457.0,1,257.55,2400,0.0,65.48
MQ-9 Reaper,35.01,7.32,1,79.03,19,strike,489.899,1047.0,1,2767.32,2400,7.32,88.13
Wasp AE,21.75,17.99,0,53.99,1,recon,0.002,483.0,1,1174.15,60,0.0,1.67
MQ-9 Reaper,50.09,16.23,1,45.41,21,recon,1606.271,1077.0,0,2274.72,2400,16.23,58.07
Wasp AE,21.13,1.26,1,44.7,20,surveillance,0.041,382.0,1,944.71,60,1.26,52.16
MQ-9 Reaper,35.97,17.94,1,74.24,1,strike,99.57,1423.0,0,2670.75,2400,17.94,86.94
Wasp AE,62.45,10.79,0,84.46,6,surveillance,0.042,412.0,0,5274.79,60,0.0,1.67
MQ-9 Reaper,35.67,12.07,0,31.27,1,recon,573.96,174.0,0,1115.24,2400,0.0,84.63
MQ-9 Reaper,32.85,18.69,1,30.97,12,recon,210.398,1289.0,0,1017.45,2400,18.69,83.65
ScanEagle,-1.31,16.56,0,87.59,17,surveillance,2.58,437.0,1,-114.77,900,0.0,69.11
MQ-9 Reaper,64.65,19.51,1,24.65,0,recon,1561.875,1109.0,1,1593.69,2400,19.51,53.12
Wasp AE,-0.96,16.77,1,71.83,4,surveillance,0.007,488.0,1,-68.92,60,16.77,1.67
RQ-4 Global Hawk,12.75,13.92,0,86.14,22,strike,98.846,777.0,1,1098.75,3600,0.0,94.93
Wasp AE,62.88,14.48,1,55.74,3,surveillance,0.021,1101.0,1,3504.47,60,14.48,1.67
ScanEagle,-0.8,17.4,1,68.69,10,strike,0.639,547.0,1,-55.01,900,17.4,65.98
ScanEagle,40.99,11.92,1,95.68,3,surveillance,2.402,178.0,0,3921.6,900,11.92,85.0
ScanEagle,59.43,11.44,0,58.95,7,strike,1.74,579.0,0,3503.0,900,0.0,88.24
MQ-9 Reaper,67.27,6.39,1,72.7,5,recon,1257.574,1215.0,0,4890.97,2400,6.39,72.13
MQ-9 Reaper,-8.49,12.53,1,90.41,13,surveillance,68.366,1495.0,0,-767.23,2400,12.53,93.95
ScanEagle,25.24,16.86,1,94.17,1,strike,2.836,1321.0,1,2376.65,900,16.86,66.81
RQ-4 Global Hawk,15.3,16.68,0,83.26,10,strike,1277.869,1151.0,1,1274.33,3600,0.0,73.35
ScanEagle,68.44,6.04,0,49.39,12,strike,1.918,1047.0,1,3380.16,900,0.0,94.75
Wasp AE,24.86,19.79,0,99.03,13,strike,0.026,1003.0,0,2462.21,60,0.0,1.67
Wasp AE,58.53,0.43,1,58.28,9,strike,0.058,468.0,1,3411.54,60,0.43,35.33
Wasp AE,32.98,2.91,0,72.72,14,surveillance,0.013,925.0,1,2398.03,60,0.0,75.33
Wasp AE,23.52,8.24,1,52.66,16,surveillance,0.058,490.0,0,1238.62,60,8.24,1.67
RQ-4 Global Hawk,29.38,14.92,0,77.8,1,strike,808.897,303.0,1,2285.73,3600,0.0,82.46
ScanEagle,30.53,16.97,0,81.59,21,strike,0.14,456.0,0,2490.78,900,0.0,70.71
ScanEagle,-0.44,0.67,1,28.68,2,recon,1.378,389.0,0,-12.67,900,0.67,95.34
Wasp AE,-6.55,6.37,0,38.17,9,surveillance,0.069,1241.0,1,-250.06,60,0.0,27.26
MQ-9 Reaper,-0.68,15.23,1,87.74,12,surveillance,950.242,1412.0,0,-59.74,2400,15.23,73.02
RQ-4 Global Hawk,16.84,5.7,0,53.91,8,strike,119.654,501.0,1,908.03,3600,0.0,97.51
Wasp AE,39.22,15.64,1,35.04,12,strike,0.007,1114.0,0,1374.39,60,15.64,1.67
ScanEagle,15.97,4.43,0,91.92,12,strike,0.819,1191.0,1,1467.9,900,0.0,97.13
Wasp AE,-7.48,19.07,1,62.82,11,surveillance,0.077,1181.0,0,-469.76,60,19.07,1.67
Wasp AE,58.98,12.71,1,57.71,16,surveillance,0.011,105.0,1,3403.72,60,12.71,1.67
ScanEagle,-7.4,11.83,1,74.23,0,recon,1.356,725.0,1,-549.42,900,11.83,84.83
MQ-9 Reaper,64.37,8.89,0,23.59,12,surveillance,1451.919,1069.0,1,1518.47,2400,0.0,67.85
ScanEagle,11.22,17.88,0,26.56,14,surveillance,2.148,972.0,0,297.94,900,0.0,64.48
RQ-4 Global Hawk,44.23,4.29,0,64.4,19,recon,820.217,1004.0,0,2848.25,3600,0.0,86.0
Wasp AE,-6.19,12.21,1,83.99,0,strike,0.067,545.0,1,-519.67,60,12.21,1.67
MQ-9 Reaper,29.45,17.52,1,86.11,19,surveillance,763.002,1354.0,0,2536.17,2400,17.52,73.96
